type,location,moonCycle,origin,artist,attributes__category,description,prefix,no,no (new),name,moonPhase,image,attributes__gender,attributes__explore,attributes__research,attributes__community,attributes__trait1,attributes__trait2,attributes__trait3,attributes__trait4,attributes__trait5,attributes__trait6
Character,Moon,1,Comet,GIN,Moon Duo,"Ying to one's yang. Half this team is all for a good time, but both know to have trust in the universe and the other half offers a calm in the knowing. It also helps both have the ability to feel what's right and what could be.",CDHP,4,,HODL x Piper,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmVqCRrd5HsdYd92GSCLAnwgybo2WwFs7e2yz3vByyQv7R,Female Female,22,22,22,Extraterrestrial,Intuition,Faith,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Ying to one's yang. Half this team is all for a good time, but both know to have trust in the universe and the other half offers a calm in the knowing. It also helps both have the ability to feel what's right and what could be.",CDHP,5,,HODL x Piper,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmSpvm1P8hVRk5YZ3akDuXr6nht4etTBYwXiRfgsxaDiXQ,Female Female,22,22,22,Extraterrestrial,Intuition,Faith,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Ying to one's yang. Half this team is all for a good time, but both know to have trust in the universe and the other half offers a calm in the knowing. It also helps both have the ability to feel what's right and what could be.",CDHP,6,,HODL x Piper,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmaWvNdsLjUQ8QYonCPAkGWiRxTzRmjqYUFydxriKhmK7Y,Female Female,22,22,22,Extraterrestrial,Intuition,Faith,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Ying to one's yang. Half this team is all for a good time, but both know to have trust in the universe and the other half offers a calm in the knowing. It also helps both have the ability to feel what's right and what could be.",CDHP,7,,HODL x Piper,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZtdLUQNWKC4dGLZ98ZzAKSda3ZLdPUdbtHBYYq1MAdSS,Female Female,22,22,22,Extraterrestrial,Intuition,Faith,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Ying to one's yang. Half this team is all for a good time, but both know to have trust in the universe and the other half offers a calm in the knowing. It also helps both have the ability to feel what's right and what could be.",CDHP,8,,HODL x Piper,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmQHvSdiMVGgKFzDaKwmCGYE1hM1ALafVuKWBRo7cgWd7u,Female Female,22,22,22,Extraterrestrial,Intuition,Faith,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Ying to one's yang. Half this team is all for a good time, but both know to have trust in the universe and the other half offers a calm in the knowing. It also helps both have the ability to feel what's right and what could be.",CDHP,9,,HODL x Piper,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmTRRpPZ8ZskeBsKGxYZfpXcBa12qRMQmDtp3JanVPxc8x,Female Female,22,22,22,Extraterrestrial,Intuition,Faith,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Ying to one's yang. Half this team is all for a good time, but both know to have trust in the universe and the other half offers a calm in the knowing. It also helps both have the ability to feel what's right and what could be.",CDHP,10,,HODL x Piper,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmV7tH8otGqwqRouemrNdwZnbeYZ9S1c5qvxoANpvV4KkW,Female Female,22,22,22,Extraterrestrial,Intuition,Faith,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,1,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmWnMc5T4e3FnxXYQtnL1Jctuhs1kEz2K8mR5azoYvpUwb,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,2,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmbPKMxcaUqWN5BQGLexfCUeMq7fmHPq7kYNDxBGREfzHY,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,3,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmXuKUXUxrojjr37MSBviGvp2NauMPUi4HiM646pygBxjk,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,4,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmeeWqhkndayzJc6Yfn9q9NQuH3MYGaTzdMLgM6uK9zegv,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,5,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmTxPcsdumbM1XY4ZoLJJi5PGHRyysyFkQQqMVEDStKvr4,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,6,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmViG5dfJXNWLZseUpAxgT6FHvYUyEBMC5ZhHKfyw47bg4,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,7,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/Qmb1uxhGwLesQ5v58UpHvcctcGsSjKhLWkpvCUFf8yqd8u,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,8,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmdXaL2UJvNuZHGpmgWDSLhJS5GstrchBwsktxuUcmXkU1,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,9,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmcyyeSQnwJcNGNjRNxr1wg4vejBjn8zVbNqMcYEjJKjjA,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Belief in the self will work wonders, especially when your mind knows no limits. This team is ready for whatever and knows they will crush it.",CDOK,10,,ORBA x Keats,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmRW5SRwdzQBFyVZ2TdNFedgKVPuYD2qaWnm4WxMK4maiD,Female Male,22,22,22,Extraterrestrial,Adaptability,Imagination,,,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,1,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZ1N4xBj3iHkPZnqT8UrXKgXrcfkjkpM6jD733S7k2sV7,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,2,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmauRpjVTZiXAbAov8DKSJD7ohbeXUzi1CAcxXQheNQNmA,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,3,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmayLEL6c7njxmyyagyEYdpP28Mdfz1kZ2hpC4rJ9TTeqK,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,4,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmcQfCTdmgDjmW2bWAVdRpzRjn9ZgzUd1YtjQoZkH4hEPD,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,5,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmVb2xCDfWmsWo8VbBDmpXmVC8L1i5Ke7MmtpaghMqQCWY,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,6,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmbJGBAWQvhvGAzbbmgFseqzrErcEM2mkxDSK4sZczb5kQ,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,7,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmazjQ2xBUXHzdL1BSCgmHFxkhNUCvnQR77QisMU8XnkDa,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,8,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmUHnEZ8VBtpgvSmVJ5uphk7V5Zp7fLCRMcKAUN3ZKqtT5,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,9,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmdHJDe2KmMh6bDaScFXtQFhvqMwmnpvjqFESvev5u1zVt,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"You'd think these two trailblazers would butt heads, but instead their drive to be head of the pack makes them the most epic play-making pair ever. Add in their smarts and pure hearts and you've got a match like no other.",CDGS,10,,GIN x Speers,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmejWNHFSNauJswJohKvbH5gCL2R5aUumGhHWostwvMQ3Y,Male Male,16,16,16,Knowledge,Leader,Logic,Reliability,Generosity,
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,1,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmQwTk9kTnM7c6Y6AcUgg5rqe2TVR4tcQnifLZt4CZocnZ,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,2,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmeeLf8MpFkh8QG5YqRkfA9X7GsDs36zPAU3epTk3bXzyF,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,3,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmeJuEQbUSH3iypqprBb97t9uUxbQZa7JeuZpYTsEMS51Y,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,4,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmVeceJitSF6PRqnmmUGDVmfhzJzRYUCjpGL3nT8n34YMY,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,5,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmdCuKJmXiMkiTJquwtygZKEUa2q8kdc2zEuBBcxVEH7d5,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,6,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmXKTYmVUDvWHAJ7o6QZEH18FpsWWnYGewBftBooCkqVCV,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,7,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmPQLz4edkQhohWxxLmvGtv3Jp8yVuy4xTQuXJH3ZEo7ER,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,8,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmYLCoeAP8vw1wLqDDXg9GSULdTZ4LGx3pbdS9z4h75Mhe,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,9,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmUYk8nygYCs3Lpy268pFGZU5tttpZLfsCeNJeUXrjG2hp,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"With double the waiting skills, this team will always be able to peg the right time and in this universe, that goes a long way, especially coupled with a can- do attitude!",CDRM,10,,REV x Minerva,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmXmpshdY8xHHaP5GxdE4muumttDzYuveSvsWgQRqAGqas,Female Female,16,16,16,Patience,Intuition,Conscientiousness,Enthusiasm,Charm,Talent
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,1,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmRNfuXTyKmFbRQMeyPnJAZPxwSXMKQBwmS2kwaqwyTavd,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,2,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmXrtN6jeydh3jw4kTr2YPwzaLsp4DqBrPuNwSxfXdMKLb,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,3,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmbE5SKxpYrRE1xshewdtcKgQHc9LcHrPVUGsMjGtNdX1W,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,4,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmRhCwaSjANpdZdqamX2wZB7C4mTzt4ww8tY7gZAX4C351,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,5,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZMMTUDCQJ8c3tfXd1g1WNQSdHECZeidobKuMKdF2RVC7,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,6,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmW4fTTWdXm4PdK1ohVxzxiTSXNda942C2SdLKkaVYmC2a,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
